keyword,time_series,graph
cord wood,"41.0,35.0,37.0,46.0,41.0,52.0,42.0,50.0,58.0,59.0,66.0,78.0,83.0,86.0,71.0,69.0,75.0,78.0,81.0,59.0,71.0,55.0,49.0,63.0,54.0,43.0,49.0,34.0,25.0,40.0,31.0,20.0,26.0,34.0,19.0,27.0,24.0,27.0,31.0,26.0,15.0,27.0,23.0,30.0,33.0,26.0,24.0,36.0,18.0,31.0,22.0,22.0,30.0,27.0,25.0,30.0,29.0,28.0,35.0,38.0,50.0,49.0,66.0,58.0,76.0,68.0,67.0,66.0,53.0,81.0,60.0,64.0,65.0,66.0,43.0,52.0,48.0,45.0,44.0,41.0,39.0,22.0,26.0,33.0,31.0,23.0,26.0,20.0,36.0,17.0,33.0,36.0,26.0,38.0,23.0,30.0,16.0,26.0,25.0,24.0,20.0,25.0,25.0,19.0,27.0,21.0,39.0,32.0,39.0,41.0,44.0,43.0,47.0,38.0,46.0,56.0,47.0,65.0,71.0,65.0,84.0,62.0,71.0,68.0,65.0,47.0,51.0,67.0,93.0,58.0,57.0,35.0,36.0,35.0,30.0,23.0,23.0,21.0,17.0,21.0,27.0,24.0,35.0,19.0,20.0,23.0,38.0,29.0,25.0,30.0,31.0,27.0,24.0,23.0,20.0,27.0,33.0,23.0,30.0,37.0,35.0,29.0,40.0,42.0,57.0,52.0,51.0,57.0,51.0,70.0,78.0,55.0,69.0,95.0,88.0,65.0,68.0,58.0,52.0,54.0,60.0,36.0,47.0,53.0,47.0,41.0,35.0,32.0,42.0,26.0,28.0,36.0,32.0,24.0,30.0,29.0,23.0,24.0,21.0,33.0,25.0,28.0,19.0,30.0,24.0,29.0,44.0,29.0,36.0,22.0,22.0,37.0,34.0,38.0,41.0,43.0,47.0,57.0,67.0,70.0,63.0,75.0,73.0,92.0,81.0,100.0,79.0,66.0,57.0,52.0,62.0,55.0,52.0,41.0,39.0,40.0,33.0,26.0,30.0,30.0,28.0,25.0,25.0,25.0,33.0,30.0,33.0,46.0,45.0,52.0,54.0,46.0,48.0,43.0,45.0,40.0,34.0,35.0,38.0,25.0",
clee,"22.0,22.0,17.0,19.0,18.0,17.0,18.0,18.0,18.0,20.0,20.0,21.0,19.0,16.0,17.0,18.0,22.0,25.0,22.0,28.0,37.0,42.0,46.0,47.0,59.0,63.0,76.0,93.0,93.0,97.0,96.0,98.0,84.0,80.0,72.0,66.0,70.0,66.0,64.0,56.0,56.0,50.0,49.0,47.0,50.0,51.0,53.0,52.0,52.0,44.0,44.0,45.0,49.0,48.0,45.0,44.0,46.0,37.0,46.0,36.0,38.0,37.0,38.0,35.0,36.0,35.0,31.0,37.0,33.0,33.0,36.0,31.0,36.0,37.0,39.0,37.0,36.0,39.0,42.0,39.0,38.0,41.0,44.0,37.0,37.0,34.0,33.0,35.0,42.0,36.0,35.0,42.0,40.0,36.0,34.0,36.0,32.0,39.0,33.0,36.0,37.0,34.0,37.0,33.0,34.0,29.0,34.0,33.0,32.0,36.0,36.0,31.0,33.0,30.0,30.0,24.0,30.0,34.0,34.0,34.0,31.0,31.0,31.0,34.0,37.0,40.0,44.0,37.0,37.0,40.0,40.0,30.0,36.0,34.0,36.0,36.0,33.0,31.0,31.0,32.0,39.0,33.0,30.0,32.0,31.0,30.0,33.0,29.0,40.0,37.0,33.0,34.0,35.0,31.0,35.0,32.0,30.0,34.0,31.0,30.0,25.0,28.0,27.0,29.0,33.0,32.0,28.0,35.0,28.0,33.0,27.0,30.0,25.0,27.0,33.0,33.0,36.0,43.0,51.0,42.0,41.0,44.0,36.0,40.0,41.0,48.0,85.0,62.0,59.0,45.0,36.0,33.0,36.0,39.0,32.0,36.0,31.0,31.0,33.0,49.0,40.0,31.0,31.0,29.0,35.0,38.0,37.0,42.0,55.0,75.0,71.0,54.0,55.0,52.0,46.0,49.0,52.0,44.0,40.0,100.0,61.0,49.0,57.0,51.0,43.0,40.0,39.0,42.0,43.0,32.0,33.0,31.0,28.0,31.0,29.0,28.0,29.0,33.0,28.0,26.0,28.0,30.0,33.0,32.0,30.0,30.0,28.0,32.0,30.0,33.0,54.0,80.0,72.0,34.0,38.0,36.0,34.0,33.0,27.0,32.0",
splatter room,"5,0,4,3,5,5,0,0,5,0,3,3,0,5,3,4,0,4,15,5,0,0,4,6,4,5,3,0,0,0,3,0,5,7,4,4,4,4,0,0,0,0,0,0,0,0,4,8,0,0,3,3,6,0,6,13,5,7,8,8,10,11,15,16,0,10,4,2,7,0,8,3,8,7,3,0,0,0,7,3,9,3,0,2,0,9,3,8,0,0,7,0,0,8,5,11,7,4,0,4,2,7,0,10,3,5,13,10,10,7,11,10,5,15,4,9,10,28,18,16,19,3,8,15,31,17,34,16,25,18,12,20,12,22,18,22,15,17,12,17,21,10,13,17,11,11,17,13,12,16,20,8,5,16,12,13,17,13,22,25,25,19,17,18,23,32,24,44,16,31,18,21,30,15,22,14,12,15,28,11,11,11,11,18,10,19,19,22,31,16,19,17,25,17,17,25,34,23,27,27,21,20,23,20,16,20,19,21,30,20,25,31,22,30,22,40,34,33,38,42,25,32,29,39,22,32,21,26,35,25,21,20,28,23,29,39,33,26,36,41,30,37,31,30,27,32,100,74,40,31,32,39,29,31,32,34,45,46,41,34",
ikon,"17.0,17.0,16.0,19.0,38.0,26.0,40.0,45.0,39.0,34.0,29.0,27.0,30.0,50.0,35.0,37.0,36.0,36.0,60.0,55.0,45.0,42.0,42.0,41.0,40.0,37.0,41.0,36.0,33.0,32.0,33.0,34.0,37.0,32.0,29.0,28.0,27.0,26.0,26.0,26.0,27.0,39.0,28.0,25.0,27.0,25.0,25.0,24.0,25.0,27.0,25.0,25.0,22.0,25.0,26.0,28.0,26.0,24.0,26.0,25.0,23.0,22.0,21.0,21.0,19.0,22.0,21.0,22.0,21.0,19.0,20.0,27.0,22.0,20.0,21.0,20.0,22.0,22.0,20.0,20.0,20.0,20.0,21.0,22.0,20.0,19.0,19.0,19.0,18.0,19.0,19.0,22.0,46.0,35.0,32.0,30.0,24.0,25.0,23.0,22.0,23.0,22.0,22.0,21.0,21.0,19.0,21.0,19.0,22.0,20.0,19.0,20.0,20.0,20.0,21.0,19.0,21.0,20.0,19.0,20.0,20.0,19.0,18.0,20.0,20.0,20.0,20.0,35.0,41.0,40.0,40.0,39.0,36.0,41.0,36.0,37.0,34.0,30.0,31.0,28.0,32.0,30.0,26.0,26.0,28.0,29.0,32.0,28.0,28.0,28.0,32.0,29.0,28.0,28.0,56.0,55.0,46.0,45.0,46.0,80.0,58.0,52.0,54.0,65.0,55.0,55.0,50.0,43.0,43.0,42.0,43.0,41.0,41.0,39.0,43.0,44.0,48.0,63.0,45.0,39.0,37.0,40.0,41.0,36.0,36.0,35.0,34.0,33.0,31.0,32.0,31.0,30.0,32.0,30.0,27.0,29.0,28.0,27.0,26.0,100.0,42.0,34.0,30.0,29.0,27.0,29.0,32.0,28.0,28.0,28.0,28.0,27.0,26.0,29.0,26.0,23.0,26.0,26.0,25.0,25.0,24.0,23.0,23.0,25.0,26.0,26.0,25.0,26.0,29.0,23.0,25.0,24.0,23.0,35.0,31.0,27.0,26.0,26.0,24.0,23.0,23.0,26.0,25.0,26.0,23.0,23.0,24.0,24.0,22.0,21.0,26.0,30.0,26.0,21.0,21.0,20.0,24.0,23.0,23.0,25.0",
verifier,"89.0,85.0,82.0,85.0,84.0,83.0,87.0,88.0,89.0,84.0,88.0,91.0,84.0,85.0,84.0,82.0,83.0,91.0,80.0,80.0,90.0,90.0,93.0,92.0,88.0,89.0,93.0,95.0,92.0,99.0,94.0,95.0,95.0,90.0,80.0,89.0,95.0,80.0,94.0,87.0,93.0,96.0,91.0,86.0,86.0,87.0,78.0,75.0,79.0,87.0,83.0,80.0,80.0,77.0,86.0,84.0,85.0,92.0,90.0,88.0,90.0,90.0,87.0,88.0,85.0,95.0,83.0,92.0,90.0,94.0,87.0,82.0,87.0,99.0,94.0,90.0,89.0,96.0,89.0,100.0,94.0,90.0,88.0,98.0,92.0,83.0,81.0,85.0,92.0,90.0,90.0,94.0,86.0,82.0,85.0,83.0,86.0,88.0,84.0,85.0,88.0,89.0,86.0,83.0,90.0,88.0,89.0,88.0,89.0,94.0,99.0,99.0,91.0,87.0,80.0,88.0,99.0,98.0,92.0,89.0,85.0,88.0,88.0,83.0,87.0,97.0,83.0,89.0,93.0,92.0,91.0,90.0,93.0,95.0,93.0,92.0,96.0,84.0,95.0,86.0,93.0,90.0,84.0,94.0,88.0,93.0,95.0,90.0,86.0,82.0,88.0,83.0,80.0,83.0,83.0,83.0,84.0,84.0,95.0,90.0,91.0,92.0,88.0,93.0,91.0,91.0,89.0,79.0,84.0,89.0,83.0,89.0,86.0,84.0,81.0,83.0,75.0,87.0,90.0,86.0,88.0,91.0,82.0,79.0,91.0,88.0,91.0,91.0,88.0,89.0,84.0,78.0,81.0,88.0,85.0,88.0,89.0,80.0,88.0,81.0,86.0,83.0,81.0,83.0,85.0,84.0,85.0,80.0,80.0,83.0,90.0,81.0,92.0,91.0,87.0,95.0,91.0,92.0,85.0,84.0,92.0,87.0,96.0,91.0,88.0,93.0,92.0,83.0,83.0,92.0,97.0,90.0,97.0,93.0,89.0,93.0,91.0,85.0,86.0,79.0,77.0,83.0,85.0,84.0,78.0,86.0,81.0,90.0,92.0,86.0,92.0,97.0,88.0,92.0,95.0,94.0,82.0,83.0,82.0,83.0",
taxes,"23,23,24,22,23,23,23,24,23,25,21,24,23,23,22,25,26,26,26,28,31,26,24,27,26,28,22,27,27,27,24,35,41,49,61,77,69,64,67,63,56,49,50,56,58,56,89,46,42,37,38,35,34,34,34,34,33,37,46,62,30,28,31,32,27,27,30,28,29,28,56,31,31,32,27,28,27,26,22,27,28,27,25,38,49,51,56,67,68,67,66,69,63,74,78,58,55,56,68,47,48,46,62,60,29,29,29,28,26,26,25,31,26,25,24,24,24,25,25,24,28,28,29,28,30,26,28,28,27,28,22,28,29,30,25,31,41,43,48,64,75,70,67,62,63,57,55,55,63,71,98,82,42,38,31,29,27,26,27,28,26,26,25,27,27,30,27,28,27,28,28,26,28,29,28,29,32,31,29,31,30,29,21,28,29,30,26,30,41,47,55,69,74,66,60,60,60,57,54,56,60,66,89,91,39,34,29,29,27,26,27,28,26,27,25,27,27,29,29,26,26,26,28,27,29,29,30,31,30,31,28,28,30,31,24,32,32,32,27,30,40,50,54,70,86,76,68,72,66,65,65,62,68,72,100,95,40,41,33,32",
1800 flowers,"3,3,2,3,3,3,3,2,3,3,4,3,2,2,2,3,5,7,17,7,5,5,6,4,4,3,4,4,4,7,41,12,8,7,6,6,7,8,8,7,9,8,9,10,8,7,5,3,2,3,3,3,3,4,5,9,8,9,11,9,11,11,12,17,8,8,5,4,4,6,12,15,3,6,8,9,12,11,11,13,12,14,25,76,15,9,8,9,9,7,6,4,3,2,3,3,4,6,7,5,6,7,8,8,8,8,8,8,8,8,9,7,9,8,11,13,6,6,8,8,9,15,32,50,8,9,8,7,8,10,8,8,9,12,23,73,14,8,7,8,8,7,7,5,7,7,7,8,7,7,7,7,8,9,9,8,9,8,9,9,8,8,8,7,9,10,12,15,7,7,8,10,10,15,31,62,11,10,10,9,10,9,9,12,13,14,25,72,16,10,8,9,8,9,8,7,8,8,9,8,8,9,9,8,8,9,9,9,9,9,10,9,8,9,9,9,7,10,11,14,8,6,8,9,10,12,21,59,10,10,9,8,6,8,10,19,16,20,39,100,24,13,11,10,11,10,10,10,10,9,8,11,11,9,9,9,10,10,10,10",
wings,"84,83,77,79,77,76,74,71,71,77,73,80,91,73,73,73,73,84,100,75,80,77,72,74,75,79,87,79,85,74,74,80,73,73,73,71,71,73,71,72,67,67,72,67,67,68,69,74,77,76,74,76,76,90,80,78,76,73,75,76,77,81,86,87,96,85,78,80,82,91,100,78,77,75,75,78,74,76,77,76,70,73,78,81,73,72,79,75,73,76,74,75,73,74,76,76,75,74,84,78,73,74,76,74,75,77,77,75,73,74,74,71,74,72,72,74,84,85,76,75,77,82,97,71,73,72,72,70,73,75,73,69,69,70,70,75,68,68,72,71,69,71,70,72,70,72,71,75,71,69,70,70,71,72,72,71,80,74,74,73,73,72,70,70,69,72,73,73,81,88,75,75,76,84,98,74,77,75,74,72,74,74,73,71,74,70,73,78,70,71,72,70,72,74,72,74,70,73,76,79,74,72,73,70,76,74,75,76,75,82,79,81,80,83,77,74,74,70,72,74,82,91,79,80,80,82,99,77,80,76,73,69,66,70,73,79,84,90,85,84,82,86,83,79,81,78,80,82,79,80,79,85,80,79,78,78,76,81,79,77",
kitty hawk,"37.0,40.0,32.0,30.0,26.0,27.0,25.0,31.0,21.0,20.0,17.0,20.0,17.0,16.0,18.0,17.0,17.0,21.0,17.0,23.0,20.0,18.0,20.0,22.0,23.0,21.0,23.0,24.0,20.0,27.0,22.0,25.0,28.0,27.0,24.0,24.0,27.0,27.0,31.0,31.0,34.0,34.0,40.0,38.0,35.0,41.0,45.0,38.0,39.0,42.0,42.0,37.0,35.0,35.0,37.0,31.0,32.0,25.0,23.0,23.0,29.0,22.0,17.0,19.0,23.0,18.0,21.0,18.0,19.0,20.0,20.0,23.0,19.0,26.0,24.0,22.0,21.0,26.0,24.0,23.0,25.0,24.0,24.0,22.0,29.0,28.0,32.0,30.0,100.0,39.0,33.0,33.0,38.0,44.0,43.0,43.0,46.0,43.0,41.0,45.0,46.0,49.0,40.0,39.0,38.0,38.0,37.0,31.0,30.0,28.0,30.0,24.0,26.0,23.0,22.0,21.0,24.0,20.0,21.0,19.0,19.0,20.0,23.0,25.0,26.0,24.0,20.0,22.0,25.0,23.0,27.0,37.0,30.0,27.0,38.0,29.0,30.0,30.0,27.0,31.0,58.0,42.0,37.0,34.0,32.0,35.0,54.0,64.0,49.0,39.0,41.0,45.0,44.0,44.0,41.0,40.0,39.0,35.0,34.0,34.0,57.0,30.0,28.0,27.0,27.0,22.0,19.0,21.0,21.0,22.0,25.0,21.0,22.0,20.0,22.0,21.0,23.0,23.0,23.0,24.0,23.0,21.0,23.0,24.0,25.0,27.0,25.0,26.0,28.0,34.0,27.0,35.0,29.0,30.0,31.0,29.0,33.0,33.0,36.0,35.0,41.0,38.0,41.0,40.0,41.0,41.0,38.0,38.0,38.0,38.0,35.0,42.0,28.0,28.0,29.0,28.0,28.0,22.0,24.0,20.0,21.0,22.0,19.0,19.0,21.0,18.0,20.0,22.0,21.0,20.0,23.0,22.0,21.0,21.0,23.0,27.0,21.0,23.0,21.0,19.0,15.0,17.0,18.0,18.0,20.0,20.0,24.0,31.0,35.0,37.0,40.0,43.0,42.0,38.0,38.0,40.0,37.0,40.0,41.0,39.0",
portable blender,"27,23,21,23,24,24,29,25,27,24,29,29,34,37,30,26,35,30,26,33,31,38,32,42,28,30,32,35,36,27,35,32,37,38,30,33,34,37,46,41,35,37,33,36,39,40,37,35,46,49,66,75,64,65,54,49,50,52,62,56,53,45,48,46,47,42,37,29,34,42,46,51,52,58,56,55,53,58,53,51,52,52,51,52,45,59,42,44,51,46,46,47,44,39,43,41,47,41,41,40,49,51,51,62,56,55,48,55,57,50,48,51,47,40,37,43,47,42,42,42,44,41,45,44,39,46,41,44,37,40,41,41,43,40,42,41,34,47,39,43,41,42,35,38,39,42,39,37,38,36,34,33,37,42,48,53,48,48,47,44,50,50,37,42,49,45,41,39,42,50,54,53,45,50,55,61,59,68,84,71,60,58,62,63,58,59,63,57,65,64,65,68,70,70,66,57,50,52,47,54,53,52,55,54,62,73,71,83,86,88,87,75,75,71,62,71,78,70,62,61,63,73,67,75,75,76,77,71,79,81,77,75,72,79,74,74,65,68,71,67,66,67,70,70,64,64,64,68,61,56,64,57,61,64,56,62,64,74,100,98",
flowers,"39,37,37,37,36,36,37,33,34,36,36,34,35,36,38,39,41,45,63,49,44,51,48,45,46,46,47,48,51,54,77,59,49,48,47,47,44,43,42,42,42,44,42,42,41,39,40,41,41,43,43,48,41,41,39,40,39,37,39,36,36,37,38,38,34,37,39,40,41,43,54,70,44,46,51,47,56,50,49,52,51,53,57,78,59,50,48,47,46,44,44,44,45,43,43,43,43,42,40,41,41,41,44,41,41,41,42,39,38,39,39,36,37,37,37,39,32,36,38,38,40,43,52,73,45,43,54,45,46,47,46,48,48,53,59,81,58,51,49,48,46,43,43,40,42,43,42,43,42,42,41,40,40,41,42,40,40,39,39,37,37,37,36,34,36,36,35,38,32,35,37,38,39,41,49,72,41,41,44,43,46,51,46,47,48,50,54,74,56,48,45,45,43,44,45,41,42,41,42,41,41,41,41,39,40,40,40,38,39,38,38,38,36,37,36,35,31,34,33,35,30,31,36,37,37,39,45,69,42,40,41,39,42,44,48,58,57,63,71,100,73,67,62,56,55,54,52,51,50,49,49,48,48,47,48,46,47,47,46,45",
khan academy,"54,51,51,53,53,51,52,32,50,57,45,18,16,33,36,34,40,42,40,37,43,43,40,37,30,31,36,38,34,35,37,34,32,30,25,24,20,19,17,15,16,16,17,17,20,25,32,36,39,48,48,50,45,45,48,47,45,39,45,27,45,42,39,23,13,27,37,38,42,42,42,42,40,46,47,38,41,42,40,32,35,42,43,39,34,32,29,26,23,19,17,16,17,17,18,19,23,31,37,42,43,52,57,57,58,54,55,54,50,50,51,29,50,48,46,29,12,22,41,37,46,47,47,46,43,48,48,42,43,34,36,45,44,43,43,40,35,33,28,25,21,19,18,15,16,15,17,18,20,26,37,44,45,57,57,58,58,49,51,52,49,49,46,27,49,47,44,32,10,17,43,45,40,44,48,46,43,49,48,43,44,42,44,45,35,40,45,43,41,34,30,27,24,22,18,16,19,18,19,20,22,29,41,48,49,62,63,62,62,56,57,57,52,54,52,55,28,50,47,36,10,15,41,44,42,47,46,46,43,49,50,53,95,100,100,78,78,81,70,62,57,49,38,35,31,27,25,24,25,25,25,23,25,29,38,47,52,51,58,54",
lawn leveling rake,"0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,0,26,13,0,13,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,12,0,0,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,11,0,11,0,0,0,0,12,0,0,0,33,15,11,11,0,11,22,22,11,11,11,11,11,0,0,17,11,11,11,11,11,11,32,11,33,15,0,11,11,0,0,0,11,11,23,0,0,11,11,0,0,11,11,0,11,22,14,32,32,32,32,30,44,22,36,40,38,32,18,16,11,11,11,32,25,11,15,15,33,11,21,24,31,20,30,14,20,20,10,0,0,10,0,13,10,10,10,11,11,10,0,10,19,19,10,9,12,9,12,27,23,43,53,72,40,74,100,67,77,50,34,20,30,46,27,40,47,28,32,44,25,18,15,21,33,18,33",
puerto rico,"26.0,29.0,25.0,24.0,24.0,23.0,24.0,23.0,23.0,24.0,22.0,24.0,24.0,23.0,20.0,23.0,24.0,22.0,24.0,26.0,25.0,25.0,25.0,24.0,25.0,24.0,24.0,26.0,24.0,30.0,25.0,25.0,25.0,24.0,24.0,23.0,25.0,26.0,23.0,23.0,23.0,23.0,30.0,22.0,23.0,24.0,24.0,23.0,23.0,22.0,24.0,25.0,26.0,23.0,23.0,22.0,22.0,26.0,22.0,22.0,21.0,21.0,21.0,22.0,26.0,22.0,19.0,21.0,22.0,21.0,22.0,22.0,25.0,24.0,24.0,24.0,25.0,25.0,24.0,25.0,24.0,27.0,35.0,42.0,24.0,22.0,22.0,23.0,23.0,27.0,23.0,22.0,22.0,24.0,25.0,38.0,26.0,25.0,25.0,24.0,24.0,23.0,24.0,23.0,23.0,24.0,23.0,61.0,23.0,96.0,100.0,71.0,38.0,30.0,23.0,21.0,22.0,21.0,18.0,21.0,19.0,20.0,20.0,20.0,21.0,24.0,21.0,21.0,22.0,23.0,21.0,21.0,21.0,22.0,21.0,22.0,20.0,22.0,21.0,24.0,20.0,22.0,20.0,20.0,20.0,21.0,21.0,21.0,20.0,20.0,20.0,24.0,21.0,21.0,20.0,20.0,20.0,20.0,21.0,19.0,28.0,23.0,20.0,20.0,20.0,19.0,19.0,19.0,20.0,20.0,18.0,20.0,20.0,20.0,21.0,20.0,21.0,25.0,28.0,23.0,23.0,23.0,22.0,24.0,23.0,22.0,23.0,23.0,23.0,24.0,21.0,20.0,21.0,21.0,21.0,20.0,20.0,21.0,21.0,22.0,21.0,21.0,20.0,23.0,39.0,47.0,27.0,24.0,22.0,22.0,31.0,24.0,22.0,21.0,26.0,20.0,20.0,21.0,20.0,20.0,21.0,22.0,22.0,19.0,20.0,22.0,21.0,21.0,27.0,70.0,40.0,30.0,26.0,31.0,23.0,24.0,25.0,24.0,27.0,19.0,17.0,17.0,16.0,17.0,17.0,20.0,19.0,18.0,18.0,19.0,19.0,20.0,19.0,21.0,22.0,21.0,22.0,21.0,22.0,19.0",
serviette,"24.0,23.0,24.0,25.0,25.0,23.0,24.0,25.0,26.0,26.0,25.0,24.0,27.0,26.0,30.0,31.0,35.0,42.0,100.0,47.0,25.0,26.0,25.0,25.0,22.0,26.0,25.0,26.0,25.0,25.0,25.0,32.0,27.0,24.0,23.0,26.0,26.0,23.0,24.0,25.0,26.0,29.0,23.0,26.0,26.0,26.0,25.0,24.0,24.0,26.0,25.0,23.0,22.0,23.0,24.0,25.0,24.0,24.0,25.0,27.0,27.0,25.0,25.0,25.0,26.0,28.0,27.0,30.0,31.0,35.0,81.0,50.0,23.0,24.0,25.0,24.0,24.0,23.0,23.0,22.0,24.0,21.0,22.0,23.0,21.0,22.0,28.0,27.0,26.0,28.0,24.0,27.0,23.0,26.0,25.0,26.0,26.0,30.0,27.0,27.0,27.0,28.0,27.0,28.0,29.0,25.0,26.0,26.0,30.0,28.0,26.0,26.0,28.0,26.0,28.0,27.0,31.0,29.0,29.0,32.0,31.0,38.0,52.0,76.0,36.0,24.0,27.0,25.0,24.0,25.0,27.0,22.0,26.0,25.0,24.0,25.0,29.0,28.0,23.0,20.0,23.0,25.0,27.0,25.0,24.0,27.0,24.0,25.0,24.0,26.0,27.0,27.0,26.0,29.0,29.0,28.0,27.0,26.0,26.0,26.0,25.0,25.0,25.0,26.0,25.0,26.0,28.0,33.0,28.0,29.0,31.0,33.0,32.0,34.0,41.0,70.0,39.0,28.0,27.0,28.0,27.0,26.0,26.0,24.0,24.0,27.0,25.0,24.0,25.0,24.0,28.0,28.0,28.0,27.0,30.0,26.0,26.0,27.0,27.0,28.0,27.0,28.0,29.0,28.0,30.0,32.0,29.0,30.0,28.0,28.0,26.0,28.0,29.0,25.0,30.0,32.0,31.0,31.0,32.0,32.0,33.0,34.0,35.0,34.0,35.0,37.0,40.0,69.0,40.0,27.0,30.0,31.0,29.0,28.0,29.0,28.0,27.0,27.0,25.0,16.0,19.0,20.0,26.0,23.0,25.0,25.0,25.0,23.0,23.0,25.0,26.0,25.0,27.0,26.0,27.0,28.0,29.0,29.0,28.0,28.0",
miting,"2.0,2.0,2.0,5.0,5.0,8.0,3.0,9.0,9.0,7.0,7.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,11.0,10.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,1.0,3.0,7.0,7.0,12.0,43.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,7.0,6.0,5.0,4.0,4.0,5.0,8.0,8.0,9.0,13.0,12.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,16.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,6.0,7.0,10.0,13.0,18.0,39.0,38.0,100.0,10.0,3.0,3.0,3.0,3.0,3.0,21.0,7.0,7.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,8.0,9.0,16.0,19.0,5.0,7.0,18.0,9.0,3.0,8.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0",
morgan,"79.0,55.0,53.0,54.0,52.0,61.0,53.0,52.0,55.0,58.0,52.0,54.0,54.0,51.0,46.0,55.0,56.0,53.0,50.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,53.0,54.0,62.0,57.0,52.0,57.0,58.0,70.0,54.0,54.0,52.0,54.0,53.0,52.0,50.0,50.0,53.0,54.0,51.0,51.0,51.0,60.0,50.0,49.0,52.0,52.0,50.0,52.0,59.0,63.0,56.0,49.0,48.0,48.0,50.0,47.0,57.0,50.0,48.0,48.0,44.0,55.0,54.0,54.0,65.0,53.0,53.0,59.0,54.0,56.0,52.0,55.0,55.0,51.0,50.0,50.0,50.0,50.0,51.0,52.0,60.0,54.0,52.0,49.0,47.0,50.0,50.0,52.0,49.0,48.0,50.0,48.0,48.0,48.0,50.0,49.0,49.0,50.0,45.0,44.0,44.0,44.0,47.0,48.0,47.0,52.0,67.0,55.0,50.0,45.0,46.0,47.0,46.0,47.0,46.0,47.0,47.0,45.0,49.0,49.0,48.0,53.0,53.0,54.0,52.0,50.0,48.0,49.0,47.0,47.0,47.0,54.0,51.0,52.0,50.0,47.0,46.0,48.0,79.0,56.0,49.0,48.0,45.0,45.0,44.0,48.0,47.0,47.0,48.0,45.0,46.0,46.0,45.0,44.0,44.0,43.0,44.0,44.0,44.0,49.0,44.0,49.0,47.0,47.0,45.0,46.0,46.0,44.0,45.0,45.0,48.0,50.0,50.0,47.0,47.0,49.0,47.0,48.0,47.0,48.0,46.0,48.0,49.0,49.0,46.0,45.0,48.0,50.0,48.0,45.0,46.0,47.0,56.0,65.0,64.0,69.0,82.0,100.0,58.0,50.0,45.0,46.0,48.0,47.0,48.0,46.0,48.0,50.0,48.0,46.0,49.0,51.0,52.0,49.0,47.0,48.0,47.0,43.0,44.0,46.0,47.0,44.0,48.0,54.0,52.0,50.0,47.0,72.0,65.0,56.0,49.0,46.0,47.0,45.0,50.0,49.0,53.0,57.0,57.0,54.0,53.0,56.0,54.0,59.0,57.0,54.0,51.0,52.0,51.0,51.0,52.0,50.0,58.0,48.0",
